index,image_path,answer
0,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/center_single/RAVEN_9967_val.png,H
1,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/center_single/RAVEN_9950_train.png,A
2,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/distribute_four/RAVEN_9996_val.png,C
3,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/distribute_four/RAVEN_9971_train.png,G
4,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/distribute_nine/RAVEN_9958_test.png,D
5,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/distribute_nine/RAVEN_9967_val.png,H
6,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/in_center_single_out_center_single/RAVEN_9974_train.png,H
7,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/in_center_single_out_center_single/RAVEN_9954_train.png,F
8,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/in_distribute_four_out_center_single/RAVEN_9957_val.png,H
9,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/in_distribute_four_out_center_single/RAVEN_9963_train.png,F
10,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/left_center_single_right_center_single/RAVEN_9967_val.png,A
11,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/left_center_single_right_center_single/RAVEN_9962_train.png,H
12,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/up_center_single_down_center_single/RAVEN_9958_test.png,F
13,../data/Datasets/Testing/4_comp/output_data/oa_os_oc/up_center_single_down_center_single/RAVEN_9955_train.png,E
